% This dataset includes descriptions of hypothetical samples corresponding to 23 species of gilled mushrooms in the 
% Agaricus and Lepiota Family Mushroom drawn from The Audubon Society Field Guide to North American Mushrooms (1981). 
% Each species is identified as definitely edible, definitely poisonous, or of unknown edibility and not recommended. 
% This latter class was combined with the poisonous one. The Guide clearly states that there is no simple rule for 
% determining the edibility of a mushroom; no rule like "leaflets three, let it be'' for Poisonous Oak and Ivy.

@relation mushrooms

@attribute cap-shape {Bell,Conical,Convex,Flat,Knobbed,Sunken}
@attribute cap-surface {Fibrous,Grooves,Scaly,Smooth}
@attribute cap-color {Brown,Buff,Cinnamon,Gray,Green,Pink,Purple,Red,White,Yellow}
@attribute bruises {Yes,No}
@attribute odor {Almond,Anise,Creosote,Fishy,Foul,Musty,None,Pungent,Spicy}
@attribute gill-attachment {Attached,Free}
@attribute gill-spacing {Close,Crowded}
@attribute gill-size {Broad,Narrow}
@attribute gill-color {Black,Brown,Buff,Chocolate,Gray,Green,Orange,Pink,Purple,Red,White,Yellow}
@attribute stalk-shape {Enlarging,Tapering}
@attribute stalk-root {Bulbous,Club,Equal,Rooted,Missing}
@attribute stalk-surface-above-ring {Fibrous,Scaly,Silky,Smooth}
@attribute stalk-surface-below-ring {Fibrous,Scaly,Silky,Smooth}
@attribute stalk-color-above-ring {Brown,Buff,Cinnamon,Gray,Orange,Pink,Red,White,Yellow}
@attribute stalk-color-below-ring {Brown,Buff,Cinnamon,Gray,Orange,Pink,Red,White,Yellow}
@attribute veil-type {Partial,Universal}
@attribute veil-color {Brown,Orange,White,Yellow}
@attribute ring-number {None,One,Two}
@attribute ring-type {Evanescent,Flaring,Large,None,Pendant}
@attribute spore-print-color {Black,Brown,Buff,Chocolate,Green,Orange,Purple,White,Yellow}
@attribute population {Abundant,Clustered,Numerous,Scattered,Several,Solitary}
@attribute habitat {Grasses,Leaves,Meadows,Paths,Urban,Waste,Woods}
@attribute class {Edible,Poisonous}

@data
Flat,Fibrous,White,Yes,Anise,Free,Crowded,Narrow,White,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods,Edible
Convex,Scaly,Yellow,Yes,Almond,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Edible
Convex,Smooth,Brown,Yes,Pungent,Free,Close,Narrow,Pink,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Grasses,Poisonous
Bell,Smooth,Yellow,Yes,Anise,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Grasses,Edible
Convex,Scaly,Brown,Yes,Almond,Free,Close,Broad,White,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Black,Solitary,Paths,Edible
Bell,Scaly,Yellow,Yes,Anise,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Meadows,Edible
Sunken,Fibrous,Brown,No,None,Free,Close,Narrow,Black,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Urban,Edible
Flat,Scaly,Brown,Yes,Almond,Free,Close,Broad,White,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Black,Solitary,Paths,Edible
Convex,Scaly,Yellow,Yes,Almond,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Grasses,Edible
Convex,Fibrous,Gray,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Fibrous,Fibrous,White,White,Partial,White,One,Evanescent,Black,Scattered,Grasses,Edible
Flat,Fibrous,White,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Smooth,Fibrous,White,White,Partial,White,One,Evanescent,Brown,Abundant,Grasses,Edible
Convex,Scaly,Yellow,Yes,Anise,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Meadows,Edible
Bell,Smooth,Yellow,Yes,Anise,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Grasses,Edible
Bell,Scaly,White,Yes,Almond,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Meadows,Edible
Convex,Scaly,White,Yes,Almond,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Edible
Convex,Smooth,Brown,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Brown,Abundant,Grasses,Edible
Convex,Scaly,White,Yes,Anise,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Edible
Sunken,Fibrous,Brown,No,None,Free,Close,Narrow,Black,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Urban,Edible
Convex,Smooth,White,Yes,Almond,Free,Crowded,Narrow,White,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Purple,Several,Woods,Edible
Convex,Scaly,Brown,Yes,Anise,Free,Close,Broad,White,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Black,Scattered,Grasses,Edible
Bell,Scaly,Yellow,Yes,Almond,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Grasses,Edible
Convex,Scaly,White,Yes,Almond,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Grasses,Edible
Bell,Scaly,White,Yes,Almond,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Meadows,Edible
Bell,Smooth,Yellow,Yes,Almond,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Grasses,Edible
Bell,Smooth,Yellow,Yes,Anise,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Meadows,Edible
Bell,Scaly,Yellow,Yes,Almond,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Grasses,Edible
Convex,Fibrous,Brown,No,None,Free,Close,Narrow,Black,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Solitary,Urban,Edible
Flat,Scaly,Brown,Yes,Anise,Free,Close,Broad,Brown,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Brown,Solitary,Grasses,Edible
Convex,Scaly,White,Yes,Almond,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Edible
Flat,Scaly,Yellow,Yes,Anise,Free,Close,Broad,White,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Brown,Solitary,Paths,Edible
Bell,Smooth,White,Yes,Almond,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Edible
Bell,Smooth,White,Yes,Almond,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Meadows,Edible
Convex,Scaly,Brown,Yes,Anise,Free,Close,Broad,White,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Black,Solitary,Grasses,Edible
Bell,Smooth,White,Yes,Almond,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Grasses,Edible
Convex,Fibrous,Gray,No,None,Free,Close,Narrow,Gray,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Solitary,Urban,Edible
Bell,Smooth,Yellow,Yes,Anise,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Edible
Convex,Fibrous,Yellow,Yes,Anise,Free,Crowded,Narrow,Brown,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Purple,Several,Woods,Edible
Bell,Scaly,Yellow,Yes,Almond,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Grasses,Edible
Flat,Scaly,Yellow,Yes,Anise,Free,Close,Broad,Pink,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Edible
Bell,Scaly,White,Yes,Anise,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Meadows,Edible
Bell,Scaly,White,Yes,Almond,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Meadows,Edible
Bell,Scaly,Yellow,Yes,Almond,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Edible
Convex,Scaly,Yellow,Yes,Anise,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Meadows,Edible
Bell,Smooth,Yellow,Yes,Anise,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Grasses,Edible
Convex,Scaly,White,Yes,Pungent,Free,Close,Narrow,Pink,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Urban,Poisonous
Sunken,Fibrous,Brown,No,None,Free,Close,Narrow,Gray,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Solitary,Urban,Edible
Flat,Fibrous,Brown,No,None,Free,Close,Narrow,Gray,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Urban,Edible
Convex,Smooth,Yellow,Yes,Almond,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Meadows,Edible
Flat,Scaly,Brown,Yes,Almond,Free,Close,Broad,Pink,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Black,Scattered,Paths,Edible
Convex,Scaly,White,Yes,Pungent,Free,Close,Narrow,Black,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Grasses,Poisonous
Bell,Smooth,White,Yes,Anise,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Meadows,Edible
Flat,Fibrous,Gray,No,None,Free,Close,Narrow,Pink,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Urban,Edible
Bell,Scaly,Yellow,Yes,Anise,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Grasses,Edible
Convex,Scaly,Brown,Yes,Almond,Free,Close,Broad,White,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Brown,Solitary,Paths,Edible
Convex,Fibrous,White,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Smooth,Fibrous,White,White,Partial,White,One,Evanescent,Black,Scattered,Grasses,Edible
Convex,Smooth,White,Yes,Anise,Free,Crowded,Narrow,White,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods,Edible
Bell,Smooth,White,Yes,Anise,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Meadows,Edible
Flat,Smooth,Yellow,Yes,Almond,Free,Crowded,Narrow,White,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods,Edible
Convex,Smooth,Yellow,Yes,Almond,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Meadows,Edible
Flat,Fibrous,Gray,No,None,Free,Close,Narrow,Gray,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Solitary,Urban,Edible
Bell,Smooth,Yellow,Yes,Almond,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Grasses,Edible
Convex,Smooth,White,Yes,Anise,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Meadows,Edible
Convex,Scaly,White,Yes,Anise,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Meadows,Edible
Flat,Smooth,White,Yes,Almond,Free,Crowded,Narrow,Brown,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods,Edible
Convex,Scaly,Yellow,Yes,Anise,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Edible
Bell,Smooth,White,Yes,Anise,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Grasses,Edible
Convex,Smooth,White,Yes,Almond,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Grasses,Edible
Convex,Fibrous,White,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Black,Scattered,Grasses,Edible
Flat,Scaly,Brown,Yes,Anise,Free,Close,Broad,Brown,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Black,Solitary,Paths,Edible
Convex,Smooth,White,Yes,Pungent,Free,Close,Narrow,Black,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Urban,Poisonous
Bell,Smooth,White,Yes,Almond,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Grasses,Edible
Bell,Smooth,White,Yes,Almond,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Meadows,Edible
Bell,Scaly,White,Yes,Anise,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Grasses,Edible
Bell,Scaly,White,Yes,Almond,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Grasses,Edible
Convex,Smooth,Yellow,Yes,Almond,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Grasses,Edible
Bell,Smooth,White,Yes,Anise,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Meadows,Edible
Convex,Fibrous,Yellow,Yes,Almond,Free,Crowded,Narrow,Brown,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods,Edible
Convex,Fibrous,Gray,No,None,Free,Close,Narrow,Brown,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Solitary,Urban,Edible
Flat,Scaly,Yellow,Yes,Almond,Free,Close,Broad,Brown,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Edible
Bell,Smooth,White,Yes,Anise,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Meadows,Edible
Convex,Smooth,Yellow,Yes,Almond,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Grasses,Edible
Convex,Scaly,Yellow,Yes,Almond,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Grasses,Edible
Convex,Scaly,White,Yes,Anise,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Edible
Sunken,Fibrous,Gray,No,None,Free,Close,Narrow,Pink,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Urban,Edible
Convex,Smooth,White,Yes,Almond,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Meadows,Edible
Convex,Smooth,White,Yes,Pungent,Free,Close,Narrow,Black,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Grasses,Poisonous
Convex,Scaly,Yellow,Yes,Almond,Free,Close,Broad,Brown,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Edible
Flat,Fibrous,White,Yes,Almond,Free,Crowded,Narrow,Pink,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods,Edible
Convex,Scaly,White,Yes,Anise,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Meadows,Edible
Bell,Scaly,White,Yes,Anise,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Grasses,Edible
Convex,Smooth,White,Yes,Almond,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Grasses,Edible
Convex,Smooth,Yellow,Yes,Almond,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Edible
Convex,Scaly,Brown,Yes,Pungent,Free,Close,Narrow,Pink,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Urban,Poisonous
Bell,Smooth,Yellow,Yes,Almond,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Grasses,Edible
Convex,Fibrous,Gray,No,None,Free,Close,Narrow,Brown,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Solitary,Urban,Edible
Convex,Scaly,White,Yes,Pungent,Free,Close,Narrow,Black,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Urban,Poisonous
Convex,Scaly,Yellow,Yes,Anise,Free,Close,Broad,Brown,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Brown,Solitary,Paths,Edible
Flat,Fibrous,Brown,No,None,Free,Close,Narrow,Black,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Urban,Edible
Bell,Smooth,White,Yes,Anise,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Grasses,Edible
Convex,Fibrous,White,Yes,Anise,Free,Crowded,Narrow,White,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods,Edible
Convex,Scaly,White,Yes,Anise,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Grasses,Edible
Bell,Scaly,Yellow,Yes,Anise,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Edible
Convex,Scaly,Yellow,Yes,Anise,Free,Close,Broad,Brown,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Black,Scattered,Grasses,Edible
Flat,Scaly,Yellow,Yes,Almond,Free,Close,Broad,Pink,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Black,Scattered,Paths,Edible
Flat,Scaly,Yellow,Yes,Almond,Free,Close,Broad,White,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Black,Solitary,Paths,Edible
Convex,Smooth,White,Yes,Anise,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Grasses,Edible
Convex,Smooth,White,Yes,Almond,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Meadows,Edible
Convex,Smooth,White,Yes,Pungent,Free,Close,Narrow,Brown,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Urban,Poisonous
Flat,Fibrous,White,Yes,Almond,Free,Crowded,Narrow,Pink,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Purple,Several,Woods,Edible
Convex,Smooth,White,Yes,Anise,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Edible
Convex,Smooth,White,Yes,Anise,Free,Crowded,Narrow,Pink,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Purple,Several,Woods,Edible
Convex,Scaly,White,Yes,Almond,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Meadows,Edible
Flat,Scaly,Yellow,Yes,Anise,Free,Close,Broad,White,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Black,Solitary,Paths,Edible
Convex,Smooth,Brown,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Black,Scattered,Grasses,Edible
Flat,Scaly,Yellow,Yes,Almond,Free,Close,Broad,White,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Brown,Solitary,Grasses,Edible
Convex,Smooth,Brown,Yes,Pungent,Free,Close,Narrow,Pink,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Poisonous
Sunken,Fibrous,Brown,No,None,Free,Close,Narrow,Gray,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Urban,Edible
Bell,Scaly,Yellow,Yes,Anise,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Meadows,Edible
Bell,Smooth,White,Yes,Anise,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Edible
Bell,Scaly,White,Yes,Anise,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Meadows,Edible
Flat,Fibrous,Brown,No,None,Free,Close,Narrow,Black,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Urban,Edible
Convex,Smooth,White,Yes,Almond,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Meadows,Edible
Bell,Scaly,White,Yes,Anise,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Grasses,Edible
Bell,Scaly,White,Yes,Almond,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Meadows,Edible
Flat,Scaly,Brown,Yes,Anise,Free,Close,Broad,White,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Edible
Convex,Scaly,White,Yes,Pungent,Free,Close,Narrow,Black,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Grasses,Poisonous
Convex,Smooth,White,Yes,Almond,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Grasses,Edible
Convex,Scaly,White,Yes,Almond,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Meadows,Edible
Flat,Fibrous,White,Yes,Anise,Free,Crowded,Narrow,White,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Purple,Several,Woods,Edible
Flat,Fibrous,Gray,No,None,Free,Close,Narrow,Gray,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Urban,Edible
Flat,Smooth,Gray,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Smooth,Smooth,White,White,Partial,White,One,Evanescent,Black,Abundant,Grasses,Edible
Convex,Scaly,Yellow,Yes,Almond,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Meadows,Edible
Bell,Smooth,White,Yes,Almond,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Meadows,Edible
Flat,Scaly,Brown,Yes,Pungent,Free,Close,Narrow,White,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Urban,Poisonous
Convex,Smooth,White,Yes,Anise,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Meadows,Edible
Flat,Smooth,Brown,Yes,Pungent,Free,Close,Narrow,White,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Urban,Poisonous
Convex,Scaly,White,Yes,Anise,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Edible
Convex,Scaly,Yellow,Yes,Almond,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Meadows,Edible
Flat,Scaly,Yellow,Yes,Almond,Free,Close,Broad,Brown,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Brown,Scattered,Paths,Edible
Convex,Scaly,Brown,Yes,Almond,Free,Close,Broad,White,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Brown,Scattered,Paths,Edible
Flat,Scaly,Brown,Yes,Almond,Free,Close,Broad,White,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Brown,Solitary,Grasses,Edible
Convex,Scaly,White,Yes,Almond,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Meadows,Edible
Flat,Fibrous,Brown,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Smooth,Smooth,White,White,Partial,White,One,Evanescent,Black,Scattered,Grasses,Edible
Convex,Smooth,Yellow,Yes,Anise,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Meadows,Edible
Convex,Scaly,White,Yes,Pungent,Free,Close,Narrow,White,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Poisonous
Bell,Scaly,Yellow,Yes,Almond,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Meadows,Edible
Sunken,Fibrous,Brown,No,None,Free,Close,Narrow,Pink,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Urban,Edible
Convex,Smooth,Yellow,Yes,Anise,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Meadows,Edible
